word,example
"블랙 컨슈머","환불 서비스를 악용하는 블랙 컨슈머에 피해 보는 업체들이 많다."
"블랙리스트","대리운전 업체들이 기사들을 대상으로 블랙리스트를 만들어 문제다."
"블랙마켓","공연 산업에서는 다양한 형태의 블랙마켓이 있다."
"블랙박스","운전자 진술과 차량 블랙박스 등을 토대로 사고 원인을 조사 중이다."
"블랙아웃","태풍 지나간 제주에 2006년 블랙아웃 이후 최대 규모의 정전이 일어났다."
"블렌디드 러닝","원격 교육에서 블렌디드 러닝의 진화가 빠르게 이루어지고 있다."
"블렌딩","보성 햇차로 블렌딩 차를 만들어 변화를 꾀한다."
"블로 업","블로 업 현상이 일어난 구간을 지날 때 충분히 감속해야 한다."
"블로그스킨","ㅇ기업에서 누리집 제작 시, 블로그 스킨이 무료로 제공된다."
"블록","뉴욕은 한 블록만 걸어 다녀도 전 세계 모든 인종을 마주칠 수 있다."
"블록 딜","블록 딜은 대주주들이 지분을 정리하거나 회사에 돈이 필요할 때 진행한다."
"블록 세일","블록 세일은 가격과 물량을 정해 놓고 특정인에게 매각하는 방식이다."
"블록버스터","2030년까지 연 매출 1조 원 이상의 블록버스터급 신약을 개발한다."
"블루","블루 빛깔 바다와 형형색색의 노을이 아름다웠다."
"블루 오션","로봇 산업은 인력 부족률이 35%로, 청년 구직난 속 ‘블루 오션’이 될 수 있다."
"블루 이코노미","해상 풍력' 등으로 전남 '블루 이코노미'에 탄력받는다."
"블루 존","완도에 해양 치유 블루 존을 만든다."
"블루 푸드","블루 푸드는 전 세계적으로 주요 동물성 단백질원으로써 축산업 등 타 식품군과 비교하였을 때, 생산과정에서 상대적으로 탄소 배출량이 적다."
"블루 플래그","부산시 다대포해수욕장이 블루 플래그 국제인증을 받았다."
"블루벨트","블루벨트 지정해 청정한 제주 해안의 난개발을 막는다."
"블루진","블루진을 이용한 설치 미술 전시회가 열렸다."
"블루칩","상가 투자의 블루칩인 역세권 상가가 여전히 인기를 끌고 있다."
"블루칼라","드라마 주인공의 직업이 전문직은 40%, 블루칼라는 0.8%에 그치고 있다."
"비거노믹스","'비거노믹스'란 말 그대로 채식주의자를 대상으로 하는 경제 산업을 말한다."
"비건","“나의 비건, 권하지도 강요하지도 않아요”"
"비말","비말 차단용 마스크가 성능은 물론 숨 쉬기에도 좋다."
"비바리엄, 비바리움","생물들의 생태를 생생하게 만날 수 있는 비바리움 특별 전시도 아이들의 과학적 호기심을 자극했다."
"비바리움","생물들의 생태를 생생하게 만날 수 있는 비바리움 특별 전시도 아이들의 과학적 호기심을 자극했다."
"비상 해머","탈출용 비상 해머를 비치 완료했다."
"비욘드 코로나","중요한 것은 이것을 뛰어넘는 비욘드 코로나 시대를 열어야 한다는 것이다."
"비전","미래 스포츠인 교육의 비전을 선포했다."
"비주얼 노블","인기 웹소설이 비주얼 노블 게임으로 재탄생했다."
"비주얼 디스플레이","현대인은 스마트폰 등 비주얼 디스플레이 단말기를 장시간 이용한다."
"비주얼 마케팅","외식 업계에서 고객 시선 사로잡는 ‘비주얼 마케팅’이 활발하다."
"비주얼 싱킹","초중고 교사 10명 중 7명이 비주얼 싱킹을 활용해 수업한다."
"비즈 매칭","비즈 매칭 등 대면 중심의 행사로 진행한다."
"비즈니스","의료 산업 해외 진출을 위한 온라인 비즈니스 상담회를 연다."
"비즈니스 모델","지속 가능한 도시 재생 비즈니스 모델을 발굴한다."
"비즈니스 센터","해외에 콘텐츠 비즈니스 센터를 열어 신한류를 확산시킨다."
"비즈니스 슈트","완벽한 비즈니스 슈트 고르는 법을 소개한다."
"비즈니스맨","비즈니스맨이라면 누구나 명품 만년필 하나쯤 갖고 싶어 한다."
"비치코밍","해양 쓰레기 문제가 심각해지자 비치코밍이 많은 사람들에게 주목받고 있다."
"비콘","경북교육청은 어린이 보호 구역에서 '비콘'을 시범 운영했다."
"비트 메이커","청주시가 비트 메이커가 되기 위한 교육 프로그램을 열었다."
"비하인드 스토리","영화계 비하인드 스토리가 눈길을 끈다."
"비하인드 컷","매력이 흘러넘치는 광고 비하인드 컷이 공개됐다."
"빅 리그","이제 필요한 건 빅 리그 우승컵뿐이다."
"빅 매치","한국 선수들의 빅 매치가 몰리면서 유통 업계 매출도 상승세를 보였다."
"빅 바이어","일본 빅 바이어들은 대외 여건 변화에 민감하고 위험 회피 경향이 강하다."
"빅 블러","업종·영역 파괴하는 '빅 블러' 시대가 왔다."
"빅 스텝","빅 스텝 대신 베이비 스텝이 될 것이라는 시각이 지배적이다."
"빅 이벤트","전통 시장 활성화를 위해 빅 이벤트를 마련했다."
"빅 카드","올림픽 흥행 불지필 빅 카드가 필요하다."
"빅 컷","미국 고용 시장 상황이 예상보다 좋은 것으로 나타나자, 다음 달‘빅 컷’(기준금리 0.5%포인트 인하) 전망이 급감했다."
"빅 테크","은행 업계, 빅 테크에 대응 못하면 생존까지 어려울 수 있다."
"빅 텐트","진보 진영 빅 텐트를 구상하고 실행에 옮기려 하고 있다."
"빅 플레이어","전자 상거래 시장이 빅 플레이어 중심의 과점 구도로 고착화되고 있다."
"빅 픽처","중고 유통 시장을 개척해 자원 순환의 빅 픽처를 그린다."
"빅딜","다국적 제약사의 세포 치료제 관련 빅딜이 이어지고 있다."
"빅뱅","반도체 빅뱅, 위기 아닌 기회 만들 묘책이 필요하다."
"빈지 워칭","방송 업계에서는 빈지 워칭 수요를 겨냥한 상품 출시에 힘을 쏟고 있다."
"빈티지","빈티지한 감성을 담은 전기 자전거가 인기다."
"빌딩풍","태풍 때 초고층 건물이 밀집한 지역에서는 빌딩풍 피해가 잇따른다."
"빌런","‘크래시’는 도로 위 빌런들을 끝까지 소탕하는 교통범죄수사팀의 노브레이크 직진 수사극이다. 배우 이민기, 곽선영이 주연을 맡고 드라마 ‘모범택시’를 통해 범죄극 신드롬을 일으켰던 박준우 감독이 연출을 맡아 방송 전부터 관심을 받았다."
"빌리지","유럽형 광장 '산타 빌리지'를 개장했다."
"빌트인","역세권 청년 주택에 빌트인 가구·가전 의무화 추진한다."
"사드","2017년 사드 배치 후 중국에서는 한한령이 내려졌다."
"사모 펀드","사모 펀드에 개인 투자자들이 등 돌려 판매액이 최대폭으로 감소했다."
"사보타주","일종의 정치적 사보타주로 개헌 반대를 드러냈다."
"사스","2002년 발생된 사스의 변종의 나타나는 데 17년 걸린 셈이다."
"사운드스케이프","이번 공연은 소리로 풍경을 그리는 작업인 '사운드스케이프' 개념을 도입한 형태로, '있는 그대로, 살아 움직이는 듯한' 생동감의 시그널인 '소리'에 귀를 기울이고 우리가 알지 못하는 사이 사라지고 또 새롭게 만들어지는 소리에 담긴 이야기와 가치를 보존하고자 시도한다."
"사이니지","서울 지하철 90개 역에 스마트 사이니지를 설치했다."
"사이드 메뉴","사이드 메뉴를 무료로 주는 행사를 열었다."
"사이드카","사이드카는 발동 후 5분이 지나면 자동 해제된다."
"사이렌","부산항 8부두에서 새벽 내내 비상 사이렌이 울려 주민들을 놀라게 했다."
"사이버 론","사이버 론 대출 실적이 93조 원을 돌파했다."
"사이버 머니","돈 받고 사이버 머니를 보내주는 '별풍선 깡'이 적발됐다."
"사이버 멘토링","청소년 사이버 멘토링 사업으로 청소년에게 심리적 도움을 준다."
"사이버 몰","사이버 몰에서 재사용 화환을 판매하는 경우 ""재사용 화환"" 표시를 해야 한다."
"사이버 인프라","다양한 정보를 활용할 수 있는 사이버 인프라를 구축한다."
"사이버불링","사이버불링에도 단호한 사법 대처가 필요하다."
"사이보그","머지 않아 사이보그와 인간이 대결하는 혼합형 운동 종목들도 나올 것이다."
"사이언스","사이언스 교실을 운영해 미래 과학자의 꿈을 심어준다."
"사이코패스","사이코패스, 드라마 속 모습이 전부는 아니다."
"사이클","반도체 업황이 하락 사이클에 접어든 건 분명하다."
"사이클링","사이클링 행사로 탄자니아 아동에 자전거를 지원한다."
"사이트","공유 사이트에 등록된 시설과 물품 등을 이용할 수 있다."
"사이트 맵","사이트 맵에서 메뉴 구성을 한눈에 확인할 수 있어야 한다."
"사인 보드","사인 보드는 운전자들에게 위험 상황을 안내해 추가 사고를 예방한다."
"사일런트","사일런트 시대 제주 마지막 극장이 철거했다."
"사일로","인천항 사일로에 그려진 벽화가 세계에서 가장 큰 벽화로 기네스북에 올랐다."
"샌드박스","금융 샌드박스 제도 시행 2년, 혁신 금융 전담 인력 1237명 늘었다."
"샐러던트","직장인 5명 중 2명은 샐러던트로 나타났다."
"샐러리맨","자영업자, 샐러리맨의 일자리 만족도가 최하위인 것으로 드러났다."
"샘플","미국 소행성 탐사선이 2년 준비 끝에 샘플 채취에 나선다."
"샘플 북","대구 섬유 박람회에 선보인 샘플 북들은 다양한 실과 원단을 소개하고 있다."
"샘플러","주류 업계에서도 샘플러 판매에 나섰다."
"샘플링","하수 샘플링 분석으로 코로나19 감염을 미리 감지한다."
"생크추어리","생크추어리의 동물들은 수명이 다할 때까지 산다."
"섀도 보팅","기업 주주총회를 전자 투표로 하면서 섀도 보팅이 폐지됐다."
"섀도 캐비닛","섀도 캐비닛은 각료를 미리 예정해 정책을 연구하고 집권 준비를 하는 제도다."
"서든 데스","불확실성이 최고조인 서든 데스 시대에는 파격 혁신만이 살 길이다."
"서머 타임","서머 타임으로 교통사고가 급증했다."
"서머리","핵심만 정리해주는 서머리 산업이 뜬다."
"서머스쿨","서머스쿨로 방학을 더욱 알차게 보낸다."
"서밋","동남유럽 평화 서밋 ‘세계의 화약고’가 발칸반도에서 열렸다."
"서바이벌","월세 시대 서바이벌 전략을 알아본다."
"서브컬처","‘△△△’은 국내 서브컬처 저변 확대에 앞장서고 있는 전시기획사로 아트 토이 등 개성 넘치는 조형물과 오브제를 선보이며 많은 사랑을 받아 왔다. 서브컬처란 주류가 아닌 소수 마니아층이 즐기는 문화예술 영역으로 피규어 수집이 대표적이다."
"서빙","서빙 로봇부터 자율 주행차까지, 박람회에 첨단 기술이 총출동했다."
"서스펜더","서스펜더는 정장뿐 아니라 청바지, 반바지에도 잘 어울린다."
"서스펜션","차량 서스펜션 연결부의 강도를 강화하고 방음 장치를 탑재했다."
"서스펜스","영화는 서스펜스 넘치는 섬찟한 사건들부터 뭉클한 가족애까지 담았다."
"서치라이트","기술이 발전하면서 군사·소방용 드론이 아니라면 서치라이트와 광학카메라만 달아도 적외선 카메라 기능을 대체할 수 있게 됐다."
"서클","그들은 함께 문학 서클에서 활동했다."
"서킷 브레이커","유동성 확대에도 뉴욕 증시 폭락에 서킷 브레이커가 발동됐다."
"서티피케이션","승인 없이 취득한 서티피케이션 서류를 이민국에 제출한 일이 있었다."
"서포터스","서포터스 100인이 무연고 아이들과 가족이 되었다."
"서포트","정부의 재정 정책을 서포트하는 역할을 해야 한다."
"서핑","주행 중 인터넷 서핑도 할 수 있는 자율 주행을 즐기다."
"서핑 비치","여름밤 서핑 비치의 풍경도 멋지다."
"선 케어","바르고 입는 선 케어 제품이 인기다."
"선거 캠프","선거 캠프 코로나 확진에 대면 유세가 중단됐다."
"선루프","선루프 밖으로 몸 내밀면 범칙금 낸다."
"선베드","해수욕장이 조기 폐장으로 선베드를 정리하고 있다."
